f000001,16.280,19.680,"Our travellers spent the first day very agreeably."
f000002,19.680,26.200,"They were delighted with possessing more treasure than all Asia, Europe, and Africa could scrape together."
f000003,26.200,30.600,"Candide, in his raptures, cut Cunegonde's name on the trees."
f000004,30.600,47.840,"The second day two of their sheep plunged into a morass, where they and their burdens were lost; two more died of fatigue a few days after; seven or eight perished with hunger in a desert; and others subsequently fell down precipices."
f000005,47.840,53.400,"At length, after travelling a hundred days, only two sheep remained."
f000006,53.400,68.880,"Said Candide to Cacambo: My friend, you see how perishable are the riches of this world; there is nothing solid but virtue, and the happiness of seeing Cunegonde once more."
f000007,68.880,85.240,"I grant all you say, said Cacambo, but we have still two sheep remaining, with more treasure than the King of Spain will ever have; and I see a town which I take to be Surinam, belonging to the Dutch."
f000008,85.240,92.160,"We are at the end of all our troubles, and at the beginning of happiness."
f000009,92.160,108.080,"As they drew near the town, they saw a negro stretched upon the ground, with only one moiety of his clothes, that is, of his blue linen drawers; the poor man had lost his left leg and his right hand."
f000010,108.080,117.160,"Good God! said Candide in Dutch, what art thou doing there, friend, in that shocking condition?"
f000011,117.160,125.480,"I am waiting for my master, Mynheer Vanderdendur, the famous merchant, answered the negro."
f000012,125.480,132.120,"Was it Mynheer Vanderdendur, said Candide, that treated thee thus?"
f000013,132.120,136.920,"Yes, sir, said the negro, it is the custom."
f000014,136.920,142.800,"They give us a pair of linen drawers for our whole garment twice a year."
f000015,142.800,156.600,"When we work at the sugarcanes, and the mill snatches hold of a finger, they cut off the hand; and when we attempt to run away, they cut off the leg; both cases have happened to me."
f000016,156.600,161.760,"This is the price at which you eat sugar in Europe."
f000017,161.760,187.800,"Yet when my mother sold me for ten patagons on the coast of Guinea, she said to me: 'My dear child, bless our fetiches, adore them for ever; they will make thee live happily; thou hast the honour of being the slave of our lords, the whites, which is making the fortune of thy father and mother.'"
f000018,187.800,189.080,"Alas!"
f000019,189.080,197.600,"I know not whether I have made their fortunes; this I know, that they have not made mine."
f000020,197.600,203.920,"Dogs, monkeys, and parrots are a thousand times less wretched than I."
f000021,203.920,215.040,"The Dutch fetiches, who have converted me, declare every Sunday that we are all of us children of Adamblacks as well as whites."
f000022,215.040,223.480,"I am not a genealogist, but if these preachers tell truth, we are all second cousins."
f000023,223.480,233.480,"Now, you must agree, that it is impossible to treat one's relations in a more barbarous manner."
f000024,233.480,242.040,"Oh, Pangloss! cried Candide, thou hadst not guessed at this abomination; it is the end."
f000025,242.040,246.360,"I must at last renounce thy optimism."
f000026,246.360,251.120,"What is this optimism? said Cacambo."
f000027,251.120,260.640,"Alas! said Candide, it is the madness of maintaining that everything is right when it is wrong."
f000028,260.640,266.120,"Looking at the negro, he shed tears, and weeping, he entered Surinam."
f000029,266.120,273.600,"The first thing they inquired after was whether there was a vessel in the harbour which could be sent to Buenos Ayres."
f000030,273.600,280.760,"The person to whom they applied was a Spanish seacaptain, who offered to agree with them upon reasonable terms."
f000031,280.760,289.960,"He appointed to meet them at a publichouse, whither Candide and the faithful Cacambo went with their two sheep, and awaited his coming."
f000032,289.960,299.840,"Candide, who had his heart upon his lips, told the Spaniard all his adventures, and avowed that he intended to elope with Miss Cunegonde."
f000033,299.840,305.600,"Then I will take good care not to carry you to Buenos Ayres, said the seaman."
f000034,305.600,308.600,"I should be hanged, and so would you."
f000035,308.600,312.880,"The fair Cunegonde is my lord's favourite mistress."
f000036,312.880,318.160,"This was a thunderclap for Candide: he wept for a long while."
f000037,318.160,321.760,"At last he drew Cacambo aside."
f000038,321.760,327.640,"Here, my dear friend, said he to him, this thou must do."
f000039,327.640,338.880,"We have, each of us in his pocket, five or six millions in diamonds; you are more clever than I; you must go and bring Miss Cunegonde from Buenos Ayres."
f000040,338.880,365.640,"If the Governor makes any difficulty, give him a million; if he will not relinquish her, give him two; as you have not killed an Inquisitor, they will have no suspicion of you; I'll get another ship, and go and wait for you at Venice; that's a free country, where there is no danger either from Bulgarians, Abares, Jews, or Inquisitors."
f000041,365.640,370.040,"Cacambo applauded this wise resolution."
f000042,370.040,379.800,"He despaired at parting from so good a master, who had become his intimate friend; but the pleasure of serving him prevailed over the pain of leaving him."
f000043,379.800,385.440,"They embraced with tears; Candide charged him not to forget the good old woman."
f000044,385.440,388.440,"Cacambo set out that very same day."
f000045,388.440,391.360,"This Cacambo was a very honest fellow."
f000046,391.360,400.480,"Candide stayed some time longer in Surinam, waiting for another captain to carry him and the two remaining sheep to Italy."
f000047,400.480,413.040,"After he had hired domestics, and purchased everything necessary for a long voyage, Mynheer Vanderdendur, captain of a large vessel, came and offered his services."
f000048,413.040,425.360,"How much will you charge, said he to this man, to carry me straight to Veniceme, my servants, my baggage, and these two sheep?"
f000049,425.360,428.080,"The skipper asked ten thousand piastres."
f000050,428.080,431.280,"Candide did not hesitate."
f000051,431.280,441.080,"oh! said the prudent Vanderdendur to himself, this stranger gives ten thousand piastres unhesitatingly!"
f000052,441.080,444.360,"He must be very rich."
f000053,444.360,455.680,"Returning a little while after, he let him know that upon second consideration, he could not undertake the voyage for less than twenty thousand piastres."
f000054,455.680,460.720,"Well, you shall have them, said Candide."
f000055,460.720,472.160,"Ay! said the skipper to himself, this man agrees to pay twenty thousand piastres with as much ease as ten."
f000056,472.160,481.280,"He went back to him again, and declared that he could not carry him to Venice for less than thirty thousand piastres."
f000057,481.280,487.480,"Then you shall have thirty thousand, replied Candide."
f000058,487.480,501.240,"oh! said the Dutch skipper once more to himself, thirty thousand piastres are a trifle to this man; surely these sheep must be laden with an immense treasure; let us say no more about it."
f000059,501.240,508.120,"First of all, let him pay down the thirty thousand piastres; then we shall see."
f000060,508.120,516.800,"Candide sold two small diamonds, the least of which was worth more than what the skipper asked for his freight."
f000061,516.800,518.760,"He paid him in advance."
f000062,518.760,520.640,"The two sheep were put on board."
f000063,520.640,525.720,"Candide followed in a little boat to join the vessel in the roads."
f000064,525.720,533.040,"The skipper seized his opportunity, set sail, and put out to sea, the wind favouring him."
f000065,533.040,539.880,"Candide, dismayed and stupefied, soon lost sight of the vessel."
f000066,539.880,547.600,"Alas! said he, this is a trick worthy of the old world!"
f000067,547.600,555.560,"He put back, overwhelmed with sorrow, for indeed he had lost sufficient to make the fortune of twenty monarchs."
f000068,555.560,562.240,"He waited upon the Dutch magistrate, and in his distress he knocked over loudly at the door."
f000069,562.240,567.520,"He entered and told his adventure, raising his voice with unnecessary vehemence."
f000070,567.520,585.400,"The magistrate began by fining him ten thousand piastres for making a noise; then he listened patiently, promised to examine into his affair at the skipper's return, and ordered him to pay ten thousand piastres for the expense of the hearing."
f000071,585.400,601.880,"This drove Candide to despair; he had, indeed, endured misfortunes a thousand times worse; the coolness of the magistrate and of the skipper who had robbed him, roused his choler and flung him into a deep melancholy."
f000072,601.880,612.400,"The villainy of mankind presented itself before his imagination in all its deformity, and his mind was filled with gloomy ideas."
f000073,612.400,624.760,"At length hearing that a French vessel was ready to set sail for Bordeaux, as he had no sheep laden with diamonds to take along with him he hired a cabin at the usual price."
f000074,624.760,645.640,"He made it known in the town that he would pay the passage and board and give two thousand piastres to any honest man who would make the voyage with him, upon condition that this man was the most dissatisfied with his state, and the most unfortunate in the whole province."
f000075,645.640,652.840,"Such a crowd of candidates presented themselves that a fleet of ships could hardly have held them."
f000076,652.840,665.800,"Candide being desirous of selecting from among the best, marked out about onetwentieth of them who seemed to be sociable men, and who all pretended to merit his preference."
f000077,665.800,684.840,"He assembled them at his inn, and gave them a supper on condition that each took an oath to relate his history faithfully, promising to choose him who appeared to be most justly discontented with his state, and to bestow some presents upon the rest."
f000078,684.840,687.000,"They sat until four o'clock in the morning."
f000079,687.000,703.440,"Candide, in listening to all their adventures, was reminded of what the old woman had said to him in their voyage to Buenos Ayres, and of her wager that there was not a person on board the ship but had met with very great misfortunes."
f000080,703.440,707.520,"He dreamed of Pangloss at every adventure told to him."
f000081,707.520,714.640,"This Pangloss, said he, would be puzzled to demonstrate his system."
f000082,714.640,716.720,"I wish that he were here."
f000083,716.720,723.400,"Certainly, if all things are good, it is in El Dorado and not in the rest of the world."
f000084,723.400,732.360,"At length he made choice of a poor man of letters, who had worked ten years for the booksellers of Amsterdam."
f000085,732.360,737.720,"He judged that there was not in the whole world a trade which could disgust one more."
