f000001,29.440,36.680,"It was between night and dawn of day that the knight was lying on his couch, halfwaking, halfsleeping."
f000002,36.680,46.480,"Whenever he was on the point of falling asleep a terror seemed to come upon him and scare his rest away, for his slumbers were haunted with spectres."
f000003,46.480,61.360,"If he tried, however, to rouse himself in good earnest he felt fanned as by the wings of a swan, and he heard the soft murmuring of waters, until soothed by the agreeable delusion, he sunk back again into a half conscious state."
f000004,61.360,75.400,"At length he must have fallen sound asleep, for it seemed to him as if he were lifted up upon the fluttering wings of the swans and borne by them far over land and sea, while they sang to him their sweetest music."
f000005,75.400,83.240,"the music of the swan! he kept saying to himself; does it not always portend death?"
f000006,83.240,85.560,"But it had yet another meaning."
f000007,85.560,89.760,"All at once he felt as if he were hovering over the Mediterranean Sea."
f000008,89.760,94.800,"A swan was singing musically in his ear that this was the Mediterranean Sea."
f000009,94.800,102.280,"And while he was looking down upon the waters below they became clear as crystal, so that he could see through them to the bottom."
f000010,102.280,107.720,"He was delighted at this, for he could see Undine sitting beneath the crystal arch."
f000011,107.720,122.360,"It is true she was weeping bitterly, and looking much sadder than in the happy days when they had lived together at the castle of Ringstetten, especially at their commencement, and afterward also, shortly before they had begun their unhappy Danube excursion."
f000012,122.360,131.840,"The knight could not help thinking upon all this very fully and deeply, but it did not seem as if Undine perceived him."
f000013,131.840,137.040,"Meanwhile Kuhleborn had approached her, and was on the point of reproving her for her weeping."
f000014,137.040,145.160,"But she drew herself up, and looked at him with such a noble and commanding air that he almost shrunk back with fear."
f000015,145.160,156.760,"Although I live here beneath the waters, said she, I have yet brought down my soul with me; and therefore I may well weep, although you can not divine what such tears are."
f000016,156.760,164.560,"They too are blessed, for everything is blessed to him in whom a true soul dwells."
f000017,164.560,181.440,"He shook his head incredulously, and said, after some reflection: And yet, niece, you are subject to the laws of our element, and if he marries again and is unfaithful to you, you are in duty bound to take away his life."
f000018,181.440,189.640,"He is a widower to this very hour, replied Undine, and his sad heart still holds me dear."
f000019,189.640,208.720,"He is, however, at the same time betrothed, laughed Kuhleborn, with scorn; and let only a few days pass, and the priest will have given the nuptial blessing, and then you will have to go upon earth to accomplish the death of him who has taken another to wife."
f000020,208.720,217.760,"That I cannot do, laughed Undine in return; I have sealed up the fountain securely against myself and my race."
f000021,217.760,227.920,"But suppose he should leave his castle, said Kuhleborn, or should have the fountain opened again! for he thinks little enough of these things."
f000022,227.920,241.840,"It is just for that reason, said Undine, still smiling amid her tears, it is just for that reason, that he is now hovering in spirit over the Mediterranean Sea, and is dreaming of this conversation of ours as a warning."
f000023,241.840,243.760,"I have intentionally arranged it so."
f000024,243.760,254.160,"Kuhleborn, furious with rage, looked up at the knight, threatened, stamped with his feet, and then swift as an arrow shot under the waves."
f000025,254.160,259.480,"It seemed as if he were swelling in his fury to the size of a whale."
f000026,259.480,264.440,"Again the swans began to sing, to flap their wings, and to fly."
f000027,264.440,276.040,"It seemed to the knight as if he were soaring away over mountains and streams, and that he at length reached the castle Ringstetten, and awoke on his couch."
f000028,276.040,293.680,"He did, in reality, awake upon his couch, and his squire coming in at that moment informed him that Father Heilmann was still lingering in the neighborhood; that he had met him the night before in the forest, in a hut which he had formed for himself of the branches of trees, and covered with moss and brushwood."
f000029,293.680,309.640,"To the question what he was doing here, since he would not give the nuptial blessing, he had answered: There are other blessings besides those at the nuptial altar, and though I have not gone to the wedding, it may be that I shall be at another solemn ceremony."
f000030,309.640,312.080,"We must be ready for all things."
f000031,312.080,322.480,"Besides, marrying and mourning are not so unlike, and every one not wilfully blinded must see that well."
f000032,322.480,340.960,"The knight placed various strange constructions upon these words, and upon his dream, but it is very difficult to break off a thing which a man has once regarded as certain, and so everything remained as it had been arranged."
f000033,340.960,342.080,"End of chapter."
