f000001,17.560,20.120,"Start of chapter 20."
f000002,20.120,34.040,"Under the stimulus of this accident, and of the con versations which arose out of it, they went the following day to look over the buryingplace, for the ornamenting  of which and relieving it in some degree of its sombre look the Architect made many a happy proposal."
f000003,34.040,41.160,"His in terest too had to extend itself to the church as well; a building which had caught his attention from the moment of his arrival."
f000004,41.160,68.840,"It had been standing for many centuries, built in old German style, the proportions good, the decorating elab orate and excellent; and one might easily gather that the architect of the neighboring monastery had left the stamp of his art and of his love on this smaller building also; it worked on the beholder with a solemnity and a sweetness, although the change in its internal arrangements for the Protestant service had taken from it something of its re pose and majesty."
f000005,68.840,83.480,"The Architect found no great difficulty in prevailing on Charlotte to give him a considerable sum of money to restore it externally and internally, in the original spirit, and thus, as he thought, to bring it into harmony with the resurrectionfield which lay in front of it."
f000006,83.480,93.840,"He had Elective Affinities himself much practical skill, and a few laborers who were still busy at the lodge might easily be kept together until this pious work too should be completed."
f000007,93.840,114.640,"The building itself, therefore, with all its environs, and whatever was attached to it, was now carefully and thor oughly examined; and then showed itself, to the greatest surprise and delight of the Architect, a little side chapel, which nobody had thought of, beautifully and delicately proportioned, and displaying still greater care and pains in its decoration."
f000008,114.640,128.120,"It contained at the same time many remnants, carved and painted, of the implements used in the old services, when the different festivals were distin guished by a variety of pictures and ceremonies, and each was celebrated in its own peculiar style."
f000009,128.120,139.360,"It was impossible for him not at once to take this chapel into his plan; and he determined to bestow especial pains on the restoring of this little spot, as a memorial of old times, and of their taste."
f000010,139.360,152.600,"He saw exactly how he would like to have the vacant surfaces of the walls orna mented, and delighted himself with the prospect of exer cising his talent for painting upon them; but of this, at first, he made a secret to the rest of the party."
f000011,152.600,170.360,"Before doing anything else, he fulfilled his promise of showing the ladies the various imitations of, and designs from, old monuments, vases, and other such things which he had made; and when they came to speak of the simple barrowsepulchres of the northern nations, he brought a collection of weapons and implements which had been found in them."
f000012,170.360,186.080,"He had got them exceedingly nicely and Elective Affinities conveniently arranged in drawers and compartments, laid on boards cut to fit them, and covered over with cloth; so that these solemn old things, in the way he treated them, had a smart dressy appearance, and it was like looking into the box of a trinket merchant."
f000013,186.080,195.360,"Having once begun to show his curiosities, and finding them prove serviceable to entertain our friends in their loneliness, every evening he would produce one or other of his treasures."
f000014,195.360,200.800,"They were most of them of German origin pieces of metal, old coins, seals, and such like."
f000015,200.800,227.440,"All these things directed the imagination back upon old times; and when at last they came to amuse themselves with the first specimens of printing, woodcuts, and the earliest copperplate engraving, and when the church, in the same spirit, was growing out, every day, more and more in form and color like the past, they had almost to ask themselves whether they really were living in a mod ern time, whether it were not a dream, that manners, cus toms, modes of life, and convictions were all really so changed."
f000016,227.440,233.720,"After such preparation, a great portfolio, which at last he produced, had the best possible effect."
f000017,233.720,246.680,"It contained indeed principally only outlines and figures, but as these had been traced upon original pictures, they retained per fectly their ancient character, and most captivating indeed this character was to the spectators."
f000018,246.680,264.480,"All the figures breathed only the purest feeling; every one, if not noble, at any rate was good; cheerful composure, ready recogni tion of One above us, to whom all reverence is due; silent Elective Affinities devotion, in love and tranquil expectation, was expressed on every face, in every gesture."
f000019,264.480,277.000,"The old baldheaded man, the curlypated boy, the lighthearted youth, the earnest man, the glorified saint, the angel hovering in the air, all seemed happy in an innocent, satisfied, pious ex pectation."
f000020,277.000,285.080,"The commonest object had a trait of celestial life; and every nature seemed adapted to the service of God, and to be, in some way or other, employed upon it."
f000021,285.080,296.080,"Toward such a region most of them gazed as toward a vanished golden age, or on some lost paradise; only per haps Ottilie had a chance of finding herself among beings of her own nature."
f000022,296.080,310.280,"Who could offer any opposition when the Architect asked to be allowed to paint the spaces be tween the arches and the walls of the chapel in the style of these old pictures; and thereby leave his own distinct memorial at a place where life had gone so pleasantly with him?"
f000023,310.280,321.640,"He spoke of it with some sadness, for he could see, in the state in which things were, that his sojourn in such delightful society could not last forever; indeed, that per haps it would now soon be ended."
f000024,321.640,341.200,"For the rest, these days were not rich in incidents; yet full of occasion for serious entertainment We therefore take the opportunity of communicating something of the remarks which Ottilie noted down among her manu scripts, to which we can not find a fitter transition than through a simile which suggested itself to us on contem plating her exquisite pages."
f000025,341.200,345.080,"There is, we are told, a curious contrivance in the serv Elective Affinities ice of the English marine."
f000026,345.080,359.520,"The ropes in use in the royal navy, from the largest to the smallest, are so twisted that a red thread runs through them from end to end, which can not be extracted without undoing the whole; and by which the smallest pieces may be recog nized as belonging to the crown."
f000027,359.520,367.080,"Just so is there drawn through Ottilie's diary a thread of attachment and affection which connects it all to gether, and characterizes the whole."
f000028,367.080,375.520,"And thus these re marks, these observations, these extracted sentences, and whatever else it may contain, were, to the writer, of pe culiar meaning."
f000029,375.520,381.200,"Even the few separate pieces which we select and transcribe will sufficiently explain our meaning."
f000030,381.200,391.160,"FROM OTTILIE'S DIARY, To rest hereafter at the side of those whom we love is the most delightful thought which man can have when once he looks out beyond the boundary of life."
f000031,391.160,395.440,"What a sweet expression is that 'He was gathered to his fathers'!"
f000032,395.440,402.160,"Of the various memorials and tokens which bring nearer to us the distant and the separated none is so satisfactory as a picture."
f000033,402.160,410.880,"To sit and talk to a beloved picture, even though it be unlike, has a charm in it, like the charm which there sometimes is in quarreling with a friend."
f000034,410.880,416.520,"We feel, in a strange sweet way that we are divided and yet can not separate."
f000035,416.520,420.320,"We entertain ourselves often with a present person as with a picture."
f000036,420.320,437.760,"He need not speak to us, he need not Elective Affinities look at us, or take any notice of us; we look at him, we feel the relation in which we stand to him; such relation can even grow without his doing anything toward it, without his having any feeling of it : he is to us exactly as a picture."
f000037,437.760,441.400,"One is never satisfied with a portrait of a person that one knows."
f000038,441.400,445.120,"I have always felt for the portraitpainter on this account."
