f000001,108.400,120.440,"ACT I The hall of EARTHSPIRIT, Act IV, feebly lighted by an oil lamp on the centre table."
f000002,120.440,123.640,"Even this is dimmed by a heavy shade."
f000003,123.640,128.920,"Lulu's picture is gone from the easel, which still stands by the foot of the stairs."
f000004,128.920,132.880,"The firescreen and the chair by the ottoman are gone too."
f000005,132.880,140.360,"Down left is a small teatable, with a coffeepot and a cup of black coffee on it, and an armchair next it."
f000006,140.360,148.160,"In this chair, deep in cushions, with a plaid shawl over her knees, sits Countess Geschwitz in a tight black dress."
f000007,148.160,151.760,"Rodrigo, clad as a servant, sits on the ottoman."
f000008,151.760,157.560,"At the rear, Alva Schön is walking up and down before the entrance door."
f000009,157.560,161.920,"He lets people wait for him as if he were a concert conductor!"
f000010,161.920,165.360,"I beg of you, don't speak!"
f000011,165.360,175.160,"Hold my tongue, with a head as full of thoughts as mine is!I absolutely can't believe she's changed so awfully much to her advantage there!"
f000012,175.160,179.680,"She is more glorious to look at than I have ever seen her!"
f000013,179.680,185.000,"God preserve me from founding my lifehappiness on your taste and judgment!"
f000014,185.000,189.320,"If the sickness has hit her as it has you, I'm smashed and thru!"
f000015,189.320,196.720,"You're leaving the contagious ward like an acrobatlady who's had an accident after giving herself up to art."
f000016,196.720,200.080,"You can scarcely blow your nose any more."
f000017,200.080,206.480,"First you need a quarterhour to sort your fingers, and then you have to be mighty careful not to break off the tip."
f000018,206.480,211.960,"What puts us under the ground gives her health and strength again."
f000019,211.960,214.160,"That's all right and fine enough."
f000020,214.160,217.200,"But I don't think I'll be travelling off with her this evening."
f000021,217.200,220.720,"You will let your bride journey all alone, after all?"
f000022,220.720,226.040,"In the first place, the old fellow's going with her to protect her in case anything serious."
f000023,226.040,228.800,"My escort could only be suspicious."
f000024,228.800,232.800,"And secondly, I must wait here till my costumes are ready."
f000025,232.800,240.000,"I'll get across the frontier soon enough alright,and I hope in the meantime she'll put on a little embonpoint, too."
f000026,240.000,245.040,"Then we'll get married, provided I can present her before a respectable public."
f000027,245.040,251.120,"I love the practical in a woman: what theories they make up for themselves are all the same to me."
f000028,251.120,253.880,"Aren't they to you too, doctor?"
f000029,253.880,256.720,"I haven't heard what you were saying."
f000030,256.720,264.160,"I'd never have got my person mixed up in this plot if she hadn't kept tickling my bare pate, before her sentence."
f000031,264.160,268.840,"If only she doesn't start doing too much as soon as she's out of Germany!"
f000032,268.840,274.160,"I'd like best to take her to London for six months, and let her fill up on plumcakes."
f000033,274.160,277.160,"In London one expands just from the sea air."
f000034,277.160,284.520,"And then, too, in London one doesn't feel with every swallow of beer as if the hand of fate were at one's throat."
f000035,284.520,293.640,"I've been asking myself for a week whether a person who'd been sentenced to prison could still be made to go as the chief figure in a modern drama."
f000036,293.640,297.040,"If the man would only come, now!"
f000037,297.040,300.880,"I've still got to redeem my properties out of the pawnshop here, too."
f000038,300.880,304.200,"Six hundred kilos of the best iron."
f000039,304.200,311.680,"The baggagerate on 'em is always three times as much as my own ticket, so that the whole junket isn't worth a trowser's button."
f000040,311.680,322.200,"When I went into the pawnshop with 'em, dripping with sweat, they asked me if the things were genuine!I'd have really done better to have had the costumes made abroad."
f000041,322.200,328.520,"In Paris, for instance, they see at the first glance where one's best points are, and bravely lay them bare."
f000042,328.520,334.880,"But you can't learn that with bowlegs; it's got to be studied on classically shaped people."
f000043,334.880,340.520,"In this country they're as scared of naked skin as they are abroad of dynamite bombs."
f000044,340.520,351.680,"A couple of years ago I was fined fifty marks at the Alhambra Theater, because people could see I had a few hairs on my chest, not enough to make a respectable toothbrush!"
f000045,351.680,362.920,"But the Fine Arts Minister opined that the little schoolgirls might lose their joy in knitting stockings because of it; and since then I have myself shaved once a month."
f000046,362.920,372.960,"If I didn't need every bit of my creative power now for the Worldconqueror, I might like to test the problem and see what could be done with it."
