f000001,21.280,26.120,"ACT II A spacious salon in white stucco."
f000002,26.120,35.400,"In the rearwall, between two high mirrors, a wide folding doorway showing in the rear room a big cardtable surrounded by Turkish upholstered chairs."
f000003,35.400,41.320,"In the left wall two doors, the upper one to the entrancehall, the lower to the diningroom."
f000004,41.320,49.920,"Between them a rocococonsole with a white marble top, and above it Lulu's Pierrotpicture in a narrow gold frame let into the wall."
f000005,49.920,54.040,"Two other doors, right; near the lower one a small table."
f000006,54.040,68.440,"Wide and brightlycovered chairs stand about, with thin legs and fragile arms; and in the middle is a sofa of the same style Louis XV.. A large company is moving about the salon in lively conversation."
f000007,68.440,77.160,"The menAlva, Rodrigo, Marquis CastiPiani, Banker Puntschu, and Journalist Heilmannare in evening dress."
f000008,77.160,83.960,"Lulu wears a white Directoire dress with huge sleeves and white lace falling freely from belt to feet."
f000009,83.960,90.120,"Her arms are in white kid gloves, her hair done high with a little tuft of white feathers."
f000010,90.120,101.840,"Geschwitz is in a bright blue hussarwaist trimmed with white fur and laced with silver braid, a tall tight collar with a white bow and stiff cuffs with huge ivory links."
f000011,101.840,112.640,"Magelone is in bright rainbowcolored shot silk with very wide sleeves, long narrow waist, and three ruffles of spiral rosecolored ribbons and violet bouquets."
f000012,112.640,116.640,"Her hair is parted in the middle and drawn low over her temples."
f000013,116.640,122.080,"On her forehead is a motherofpearl ornament, held by a fine chain under her hair."
f000014,122.080,139.680,"Kadidia, her daughter, twelve years old, has brightgreen satin gaiters which yet leave visible the tops of her white silk socks, and a whitelacecovered dress with brightgreen narrow sleeves, pearlgray gloves, and free black hair under a big brightgreen hat with white feathers."
f000015,139.680,149.280,"Bianetta is in darkgreen velvet, the collar sewn with pearls, and a full skirt, its hem embroidered with great false topazes set in silver."
f000016,149.280,154.440,"Ludmilla Steinherz is in a glaring summer frock striped red and blue."
f000017,154.440,159.240,"Rodrigo stands, centre, a full glass in his hand."
f000018,159.240,187.440,"Ladies and gentlemenI beg your pardonplease be quietI drinkpermit me to drinkfor this is the birthday party of our amiable hostesstaking Lulu's arm of Countess Adelaide d'Oubradamned and done for!I drink thereforeand so forth, go to it, ladies!"
f000019,187.440,190.000,"All surround Lulu and clink with her."
f000020,190.000,192.600,"Alva presses Rodrigo's hand."
f000021,192.600,194.840,"I congratulate you."
f000022,194.840,197.000,"I'm sweating like a roast pig."
f000023,197.000,199.680,"To Lulu."
f000024,199.680,202.840,"Let's see if everything's in order in the cardroom."
