f000001,24.640,25.120,"XIII."
f000002,25.120,31.800,"IN WHICH PASSEPARTOUT RECEIVES A NEW PROOF THAT FORTUNE FAVOURS THE BRAVE."
f000003,31.800,38.000,"The project was a bold one, full of difficulty, perhaps im practicable."
f000004,38.000,45.440,"Mr. Fogg was going to risk life, or at least liberty, and therefore the success of his tour."
f000005,45.440,52.680,"But he did not hesitate, and he found in Sir Francis Cromarty an •enthusiastic ally."
f000006,52.680,58.120,"As for Passepartout, he was ready for anything that might be proposed."
f000007,58.120,65.360,"His master's idea charmed him; he perceived a heart, a soul, under that icy exterior."
f000008,65.360,67.480,"He began to love Phileas Fogg."
f000009,67.480,75.680,"There remained the guide: what course would he adopt? would he not take part with the Indians ?"
f000010,75.680,83.200,"In default of his assistance, it was necessary to be assured of his neutrality."
f000011,83.200,87.320,"Sir Francis frankly put the question to him."
f000012,87.320,92.160,"Officers, replied the guide,  I am a Parsee, and this woman is a Parsee."
f000013,92.160,93.760,"Command me as you will."
f000014,93.760,95.840,"AROUND THE WORLD IN EIGHTY DAYS."
f000015,95.840,97.800,"Excellent, said Mr. Fogg."
f000016,97.800,107.440,"However, resumed the guide,  it is certain, not only that we shall risk our lives, but horrible tortures, if we are taken."
f000017,107.440,110.360,"That is foreseen, replied Mr. Fogg."
f000018,110.360,113.920,"I think we must wait till night before acting."
f000019,113.920,116.360,"I think so, said the guide."
f000020,116.360,127.560,"The worthy Indian then gave some account of the victim, who, he said, was a celebrated beauty of the Parsee race, and the daughter of a wealthy Bombay merchant."
f000021,127.560,139.360,"She had received a thoroughly English education in that city, and, from her manners and intelligence, would be thought an European."
f000022,139.360,141.480,"Her name was Aouda."
f000023,141.480,166.680,"Left an orphan, she was married against her will to the old rajah of Bun delcund; and, knowing the fate that awaited her, she escaped, was retaken, and devoted by the rajah's relatives, who had an interest in her death, to the sacrifice from which it seemed she could not escape."
f000024,166.680,173.720,"The Parsee's narrative only confirmed Mr. Fogg and his companions in their generous design."
f000025,173.720,187.160,"It was decided that the guide should direct the elephant towards the pagoda of Pillaji, which he accordingly approached as quickly as possible."
