,book,DE_audio,EN_audio,score,DE_transcript,EN_transcript
0,54.weisse_naechte_1504_librivox,00003-weissenaechte_2.flac,00003-f000003,0.436957,"Wenn auch die andere Hälfte ebenso kurz ist wie diese, unterbrach ich sie lachend.","I interrupted, laughing."
1,54.weisse_naechte_1504_librivox,00003-weissenaechte_3.flac,00003-f000004,0.15,Schweigen Sie und hören Sie zu.,Be quiet and listen.
2,54.weisse_naechte_1504_librivox,00003-weissenaechte_4.flac,00003-f000005,0.6380140000000001,"Doch zuvor eine Bedingung: Sie dürfen mich nicht unterbrechen, sonst komme ich aus dem Konzept.","First of all you must agree not to interrupt me, or else, perhaps I shall get in a muddle !"
3,54.weisse_naechte_1504_librivox,00003-weissenaechte_5.flac,00003-f000006,0.285,Hören Sie also ruhig zu.,"Come, listen quietly."
4,54.weisse_naechte_1504_librivox,00003-weissenaechte_6.flac,00003-f000007,0.747826,Ich habe eine alte Großmutter.,I have an old grandmother.
5,54.weisse_naechte_1504_librivox,00003-weissenaechte_7.flac,00003-f000008,1.2151100000000001,"Ich kam zu ihr schon als kleines Kind, denn ich habe beide Eltern früh verloren.","I came into her hands when I was quite a little girl, for mvfather and jnother are dead."
6,54.weisse_naechte_1504_librivox,00003-weissenaechte_8.flac,00003-f000009,0.609247,"Ich glaube, daß Großmutter früher einmal reicher war, denn sie gedenkt noch jetzt öfters besserer Tage.","It must be supposed that grandmother was once richer, for now she recalls better days."
7,54.weisse_naechte_1504_librivox,00003-weissenaechte_10.flac,00003-f000012,1.25342,"Als ich fünfzehn Jahre alt war und jetzt bin ich siebzehn, nahm der Unterricht ein Ende.",It was at that time that I got into mischief; what I did I won't tell you; it's enough to say that it wasn't very important.
8,54.weisse_naechte_1504_librivox,00003-weissenaechte_11.flac,00003-f000013,0.738662,"Um jene Zeit stellte ich auch einen Streich an; was es für ein Streich war, will ich Ihnen nicht sagen; es soll Ihnen genügen, wenn ich sage, daß es nichts Schlimmes war. Nun rief mich Großmutter eines Morgens zu sich und sagte, daß sie, da sie blind sei, auf mich nicht aufpassen könne; und sie nahm eine Nadel, heftete mein Kleid an das ihrige an und sagte, daß wir nun unser Leben lang so nebeneinander sitzen würden, vorausgesetzt, daß ich mich nicht besserte.","But grandmother called me to her one morning and said that as she was blind she could not look after me; she took a pin and pinned my dress to hers, and said that we should sit like that for the rest of our lives if, of course, I did not become a better girl."
9,54.weisse_naechte_1504_librivox,00003-weissenaechte_12.flac,00003-f000014,0.666316,"Mit einem Worte, ich konnte in der ersten Zeit wirklich nicht von Großmutters Seite weichen: arbeiten, lesen, lernen, alles mußte ich in diesem Zustande.","In fact, at first it was impossible to get away from her : I had to work, to read and to study all beside grandmother."
