f000001,33.920,34.120,"Two."
f000002,34.120,36.600,"Gregor first woke up from his heavy swoonlike sleep in the evening twilight."
f000003,36.600,55.200,"He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him."
f000004,55.200,67.200,"Light from the electric streetlamps lay pale here and there on the ceiling and on the higher parts of the furniture, but underneath around Gregor it was dark."
f000005,67.200,80.000,"He pushed himself slowly toward the door, still groping awkwardly with his feelers, which he now learned to value for the first time, to check what was happening there."
f000006,80.000,91.920,"His left side seemed one single long unpleasantly stretched scar, and he really had to hobble on his two rows of legs."
f000007,91.920,106.520,"In addition, one small leg had been seriously wounded in the course of the morning incident—it was almost a miracle that only one had been hurt—and dragged lifelessly behind."
f000008,106.520,115.040,"By the door he first noticed what had really lured him there: it was the smell of something to eat."
f000009,115.040,122.760,"A bowl stood there, filled with sweetened milk, in which swam tiny pieces of white bread."
f000010,122.760,135.920,"He almost laughed with joy, for he now had a much greater hunger than in the morning, and he immediately dipped his head almost up to and over his eyes down into the milk."
f000011,135.920,162.440,"But he soon drew it back again in disappointment, not just because it was difficult for him to eat on account of his delicate left side—he could eat only if his entire panting body worked in a coordinated way—but also because the milk, which otherwise was his favourite drink and which his sister had certainly placed there for that reason, did not appeal to him at all."
f000012,162.440,170.800,"He turned away from the bowl almost with aversion and crept back into the middle of the room."
f000013,170.800,193.120,"In the living room, as Gregor saw through the crack in the door, the gas was lit, but where, on other occasions at this time of day, his father was accustomed to read the afternoon newspaper in a loud voice to his mother and sometimes also to his sister, at the moment no sound was audible."
f000014,193.120,203.240,"Now, perhaps this reading aloud, about which his sister had always spoken and written to him, had recently fallen out of their general routine."
f000015,203.240,211.400,"But it was so still all around, in spite of the fact that the apartment was certainly not empty."
f000016,211.400,231.920,"What a quiet life the family leads, said Gregor to himself and, as he stared fixedly out in front of him into the darkness, he felt a great pride that he had been able to provide such a life in a beautiful apartment like this for his parents and his sister."
f000017,231.920,243.320,"But how would things go if now all tranquillity, all prosperity, all contentment should come to a horrible end?"
f000018,243.320,255.400,"In order not to lose himself in such thoughts, Gregor preferred to set himself moving, so he moved up and down in his room."
f000019,255.400,266.560,"Once during the long evening one side door and then the other door was opened just a tiny crack and quickly closed again."
f000020,266.560,271.720,"Someone presumably needed to come in but had then thought better of it."
f000021,271.720,283.320,"Gregor immediately took up a position by the living room door, determined to bring in the hesitant visitor somehow or other or at least to find out who it might be."
f000022,283.320,289.880,"But now the door was not opened any more, and Gregor waited in vain."
f000023,289.880,308.240,"Earlier, when the door had been barred, they had all wanted to come in to him; now, when he had opened one door and when the others had obviously been opened during the day, no one came any more, and the keys were stuck in the locks on the outside."
f000024,308.240,325.000,"The light in the living room was turned off only late at night, and now it was easy to establish that his parents and his sister had stayed awake all this time, for one could hear clearly as all three moved away on tiptoe."
f000025,325.000,330.840,"Now it was certain that no one would come into Gregor any more until the morning."
f000026,330.840,340.200,"Thus, he had a long time to think undisturbed about how he should reorganize his life from scratch."
f000027,340.200,354.440,"But the high, open room, in which he was compelled to lie flat on the floor, made him anxious, without his being able to figure out the reason, for he had lived in the room for five years."
f000028,354.440,377.200,"With a half unconscious turn and not without a slight shame he scurried under the couch, where, in spite of the fact that his back was a little cramped and he could no longer lift up his head, he felt very comfortable and was sorry only that his body was too wide to fit completely under it."
f000029,377.200,411.720,"There he remained the entire night, which he spent partly in a state of semisleep, out of which his hunger constantly woke him with a start, but partly in a state of worry and murky hopes, which all led to the conclusion that for the time being he would have to keep calm and with patience and the greatest consideration for his family tolerate the troubles which in his present condition he was now forced to cause them."
f000030,411.720,432.040,"Already early in the morning—it was still almost night—Gregor had an opportunity to test the power of the decisions he had just made, for his sister, almost fully dressed, opened the door from the hall into his room and looked eagerly inside."
f000031,432.040,450.280,"She did not find him immediately, but when she noticed him under the couch—God, he had to be somewhere or other, for he could hardly fly away—she got such a shock that, without being able to control herself, she slammed the door shut once again from the outside."
f000032,450.280,465.400,"However, as if she was sorry for her behaviour, she immediately opened the door again and walked in on her tiptoes, as if she was in the presence of a serious invalid or a total stranger."
f000033,465.400,471.720,"Gregor had pushed his head forward just to the edge of the couch and was observing her."
f000034,471.720,483.120,"Would she really notice that he had left the milk standing, not indeed from any lack of hunger, and would she bring in something else to eat more suitable for him?"
f000035,483.120,500.880,"If she did not do it on her own, he would sooner starve to death than call her attention to the fact, although he had a really powerful urge to move beyond the couch, throw himself at his sister's feet, and beg her for something or other good to eat."
f000036,500.880,510.080,"But his sister noticed right away with astonishment that the bowl was still full, with only a little milk spilled around it."
f000037,510.080,517.840,"She picked it up immediately, although not with her bare hands but with a rag, and took it out of the room."
f000038,517.840,527.280,"Gregor was extremely curious what she would bring as a substitute, and he pictured to himself different ideas about it."
f000039,527.280,533.840,"But he never could have guessed what his sister out of the goodness of her heart in fact did."
f000040,533.840,543.000,"She brought him, to test his taste, an entire selection, all spread out on an old newspaper."
f000041,543.000,565.920,"There were old halfrotten vegetables, bones from the evening meal, covered with a white sauce which had almost solidified, some raisins and almonds, cheese which Gregor had declared inedible two days earlier, a slice of dry bread, and a slice of salted bread smeared with butter."
f000042,565.920,575.840,"In addition to all this, she put down a bowl—probably designated once and for all as Gregor's—into which she had poured some water."
f000043,575.840,592.040,"And out of her delicacy of feeling, since she knew that Gregor would not eat in front of her, she went away very quickly and even turned the key in the lock, so that Gregor would now observe that he could make himself as comfortable as he wished."
f000044,592.040,597.920,"Gregor's small limbs buzzed now that the time for eating had come."
f000045,597.920,601.880,"His wounds must, in any case, have already healed completely."
f000046,601.880,605.120,"He felt no handicap on that score."
f000047,605.120,618.440,"He was astonished at that and thought about how more than a month ago he had cut his finger slightly with a knife and how this wound had hurt enough even the day before yesterday."
f000048,618.440,630.480,"Am I now going to be less sensitive, he thought, already sucking greedily on the cheese, which had strongly attracted him right away, more than all the other foods."
f000049,630.480,642.400,"Quickly and with his eyes watering with satisfaction, he ate one after the other the cheese, the vegetables, and the sauce."
f000050,642.400,647.280,"The fresh food, by contrast, didn't taste good to him."
f000051,647.280,654.520,"He couldn't bear the smell and even carried the things he wanted to eat a little distance away."
f000052,654.520,665.880,"By the time his sister slowly turned the key as a sign that he should withdraw, he was long finished and now lay lazily in the same spot."
f000053,665.880,675.600,"The noise immediately startled him, in spite of the fact that he was already almost asleep, and he scurried back again under the couch."
f000054,675.600,693.360,"But it cost him great selfcontrol to remain under the couch, even for the short time his sister was in the room, because his body had filled out somewhat on account of the rich meal and in the narrow space there he could scarcely breathe."
f000055,693.360,721.960,"In the midst of minor attacks of asphyxiation, he looked at her with somewhat protruding eyes, as his unsuspecting sister swept up with a broom, not just the remnants, but even the foods which Gregor had not touched at all, as if these were also now useless, and as she dumped everything quickly into a bucket, which she closed with a wooden lid, and then carried all of it out of the room."
f000056,721.960,733.840,"She had hardly turned around before Gregor had already dragged himself out from the couch, stretched out, and let his body expand."
f000057,733.840,756.720,"In this way Gregor got his food every day, once in the morning, when his parents and the servant girl were still asleep, and a second time after the common noon meal, for his parents were, as before, asleep then for a little while, and the servant girl was sent off by his sister on some errand or other."
f000058,756.720,768.280,"They certainly would not have wanted Gregor to starve to death, but perhaps they could not have endured finding out what he ate other than by hearsay."
f000059,768.280,779.040,"Perhaps his sister wanted to spare them what was possibly only a small grief, for they were really suffering quite enough already."
f000060,779.040,791.840,"What sorts of excuses people had used on that first morning to get the doctor and the locksmith out of the house Gregor was completely unable to ascertain."
f000061,791.840,811.480,"Since they could not understand him, no one, not even his sister, thought that he might be able to understand others, and thus, when his sister was in her room, he had to be content with listening now and then to her sighs and invocations to the saints."
f000062,811.480,828.840,"Only later, when she had grown somewhat accustomed to everything—naturally there could never be any talk of her growing completely accustomed to it—Gregor sometimes caught a comment which was intended to be friendly or could be interpreted as such."
f000063,828.840,847.120,"Well, today it tasted good to him, she said, if Gregor had really cleaned up what he had to eat; whereas, in the reverse situation, which gradually repeated itself more and more frequently, she used to say sadly, Now everything has stopped again."
f000064,847.120,866.760,"But while Gregor could get no new information directly, he did hear a good deal from the room next door, and as soon as he heard voices, he scurried right away to the appropriate door and pressed his entire body against it."
f000065,866.760,877.200,"In the early days especially, there was no conversation which was not concerned with him in some way or other, even if only in secret."
f000066,877.200,906.160,"For two days at all meal times discussions on that subject could be heard on how people should now behave; but they also talked about the same subject in the times between meals, for there were always at least two family members at home, since no one really wanted to remain in the house alone and people could not under any circumstances leave the apartment completely empty."
