book	audio	score	de_sentence	en_sentence
67.frankenstein_de_1211_librivox	00028-frankenstein_424.flac	0.339904	Leben Sie wohl!	<MERGE> He will not fail to inform the Princess, who is the mother of all that want her assistance.
67.frankenstein_de_1211_librivox	00009-frankenstein_7.flac	0.3	Schön	Good !
67.frankenstein_de_1211_librivox	00003-frankenstein_15.flac	0.381313	Warum auch nicht?	<MERGE> Should you whip me, you will whip me, and I shall have nothing to complain of.
67.frankenstein_de_1211_librivox	00001-frankenstein_8.flac	0.6152529999999999	Ich versuche vergebens, mir klar zu machen, daß der Pol eine Eiswüste sein muß; immer stelle ich ihn mir als eine Stätte der Schönheit und des Entzückens vor. Dort, Margarete, geht die Sonne nicht unter; ihre mächtige Scheibe streift am Horizont und verbreitet ein mildes Licht.	There — for with your leave, my sister, I will put some trust in preceding navigators — there snow and frost are banished; and, sailing over a calm Letter I sea, we may be wafted to a land surpassing in wonders and in beauty every region hitherto discovered on the habitable globe.
67.frankenstein_de_1211_librivox	00001-frankenstein_9.flac	0.273913	Was dürfen wir erwarten von diesem Lande der ewigen Sonne?	What may not be expected in a country of eternal light?
67.frankenstein_de_1211_librivox	00001-frankenstein_10.flac	0.6002890000000001	Vielleicht entdecke ich dort den Sitz jener geheimnisvollen Kraft, die der Magnetnadel ihre Richtung verleiht, und bin imstande, die Unrichtigkeit so mancher astronomischen Beobachtung und Hypothese zu beweisen.	I may there discover the won drous power which attracts the needle; and may regulate a thousand celestial observations, that require only this voyage to render their seeming eccentricities consistent for ever.
67.frankenstein_de_1211_librivox	00001-frankenstein_22.flac	0.666892	Ich begann damit, meinen Körper zu stählen.	I commenced by inuring my body to hardship.
67.frankenstein_de_1211_librivox	00001-frankenstein_27.flac	0.728571	Habe ich es also nicht verdient, liebe Margarete, eine große Aufgabe zu erfüllen?	And now, dear Margaret, do I not deserve to accomplish Letter I some great purpose.
67.frankenstein_de_1211_librivox	00001-frankenstein_30.flac	0.715854	Mein Mut ist groß und mein Entschluß steht fest; aber mein Selbstvertrauen hat oft gegen tiefste Entmutigung anzukämpfen.	My courage and my resolution is firm; but my hopes fluctuate, and my spirits are often depressed.
67.frankenstein_de_1211_librivox	00001-frankenstein_33.flac	0.268085	In Schlitten fliegt man pfeilschnell über den Schnee.	This is the most favourable period for travelling in Russia.
67.frankenstein_de_1211_librivox	00001-frankenstein_40.flac	0.69	Aber wann werde ich zurückkehren?	Ah, dear sister, how can I answer this question?
67.frankenstein_de_1211_librivox	00001-frankenstein_43.flac	0.608333	Wenn es mißlingt, sehen wir uns vielleicht eher wieder oder nie mehr.	Farewell, my dear, excellent, Margaret.
67.frankenstein_de_1211_librivox	00002-frankenstein_3.flac	0.775619	Ich habe ein Schiff gemietet und bin daran, meine Matrosen zu heuern.	I am already far north of London; and as I walk in the streets of Petersburgh, I feel a cold northern breeze play upon my cheeks, which braces my nerves, and fills me with delight.
67.frankenstein_de_1211_librivox	00002-frankenstein_23.flac	0.74375	Meine einsam verbrachte Jugend, der Einfluß, den Du in meinen späteren Jahren auf mich geübt, haben mein Gemüt derart verfeinert, daß mir der übliche rohe Ton an Bord ein Greuel ist; ich habe ihn von jeher für unnötig gehalten.	I must own I felt a little proud, when my captain offered me the second dignity in the vessel, and entreated me to remain with the greatest earnestness; so valuable did he consider my services.
