book	audio	score	de_sentence	en_sentence
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_1.flac	0.148667	Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.	He lay on his armourhard back and saw, as he lifted his head up a little, his brown, arched abdomen divided up into rigid bowlike sections. ~~~ From this height the blanket, just about ready to slide off completely, could hardly stay in place.
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_7.flac	0.307857	Samsa war Reisender , hing das Bild, das er vor kurzem aus einer illustrierten Zeitschrift ausgeschnitten und in einem hübschen, vergoldeten Rahmen untergebracht hatte.	She sat erect there, lifting up in the direction of the viewer a solid fur muff into which her entire forearm had disappeared.
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_9.flac	0.274074	Gregors Blick richtete sich dann zum Fenster, und das trübe Wetter man hörte Regentropfen auf das Fensterblech aufschlagen machte ihn ganz melancholisch.	Why don't I keep sleeping for a little while longer and forget all this foolishness, he thought.
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_10.flac	1.24337	Wie wäre es, wenn ich noch ein wenig weiterschliefe und alle Narrheiten vergäße, dachte er, aber das war gänzlich undurchführbar, denn er war gewöhnt, auf der rechten Seite zu schlafen, konnte sich aber in seinem gegenwärtigen Zustand nicht in diese Lage bringen.	But this was entirely impractical, for he was used to sleeping on his right side, and in his present state he couldn't get himself into this position.
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_11.flac	0.8738870000000001	Mit welcher Kraft er sich auch auf die rechte Seite warf, immer wieder schaukelte er in die Rückenlage zurück.	No matter how hard he threw himself onto his right side, he always rolled again onto his back.
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_15.flac	0.20771199999999998	Die geschäftlichen Aufregungen sind viel größer als im eigentlichen Geschäft zu Hause, und außerdem ist mir noch diese Plage des Reisens auferlegt, die Sorgen um die Zuganschlüsse, das unregelmäßige, schlechte Essen, ein immer wechselnder, nie andauernder, nie herzlich werdender menschlicher Verkehr.	The stresses of selling are much greater than the work going on at head office, and, in addition to that, I have to cope with the problems of travelling, the worries about train connections, irregular bad food, temporary and constantly changing human relationships, which never come from the heart. ~~~ To hell with it all!
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_17.flac	0.2386510000000001	Er fühlte ein leichtes Jucken oben auf dem Bauch; schob sich auf dem Rücken langsam näher zum Bettpfosten, um den Kopf besser heben zu können; fand die juckende Stelle, die mit lauter kleinen weißen Pünktchen besetzt war, die er nicht zu beurteilen verstand; und wollte mit einem Bein die Stelle betasten, zog es aber gleich zurück, denn bei der Berührung umwehten ihn Kälteschauer.	He slowly pushed himself on his back closer to the bed post so that he could lift his head more easily, found the itchy part, which was entirely covered with small white spots—he did not know what to make of them and wanted to feel the place with a leg. ~~~ But he retracted it immediately, for the contact felt like a cold shower all over him.
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_18.flac	1.3	Er glitt wieder in seine frühere Lage zurück.	He slid back again into his earlier position.
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_20.flac	0.6058439999999999	Der Mensch muß seinen Schlaf haben.	A man must have his sleep.
120.verwandlung_mw_0811_librivox_64kb_mp3	00001-verwandlung_23.flac	0.376648	Das sollte ich bei meinem Chef versuchen; ich würde auf der Stelle hinausfliegen.	If I were to try that with my boss, I'd be thrown out on the spot. ~~~ Still, who knows whether that mightn't be really good for me?
